  1036.53125     2.33514     1.26503     2.79854     0.34828     0.29727     0.24781 -4.2070E-03
  1036.56250     2.34601     1.27430     2.80626     0.34772     0.29592     0.24625 -4.2070E-03
  1036.59375     2.35687     1.28353     2.81393     0.34716     0.29458     0.24472 -4.2071E-03
  1036.62500     2.36771     1.29271     2.82156     0.34661     0.29323     0.24319 -4.2072E-03
  1036.65625     2.37853     1.30186     2.82913     0.34606     0.29189     0.24167 -4.2073E-03
  1036.68750     2.38934     1.31096     2.83666     0.34552     0.29056     0.24017 -4.2074E-03
  1036.71875     2.40013     1.32001     2.84414     0.34499     0.28922     0.23868 -4.2074E-03
  1036.75000     2.41090     1.32903     2.85158     0.34446     0.28790     0.23720 -4.2075E-03
  1036.78125     2.42166     1.33801     2.85897     0.34393     0.28657     0.23573 -4.2076E-03
  1036.81250     2.43240     1.34694     2.86631     0.34342     0.28525     0.23427 -4.2077E-03
  1036.84375     2.44312     1.35584     2.87361     0.34290     0.28393     0.23283 -4.2077E-03
  1036.87500     2.45383     1.36469     2.88086     0.34239     0.28262     0.23139 -4.2078E-03
  1036.90625     2.46452     1.37350     2.88807     0.34189     0.28131     0.22997 -4.2079E-03
  1036.93750     2.47520     1.38227     2.89524     0.34139     0.28001     0.22855 -4.2080E-03
  1036.96875     2.48586     1.39100     2.90236     0.34090     0.27870     0.22715 -4.2081E-03
  1037.00000     2.49650     1.39969     2.90943     0.34041     0.27741     0.22576 -4.2081E-03
  1037.03125     2.50713     1.40834     2.91647     0.33993     0.27611     0.22438 -4.2082E-03
  1037.06250     2.51775     1.41695     2.92346     0.33945     0.27482     0.22300 -4.2083E-03
  1037.09375     2.52835     1.42552     2.93040     0.33897     0.27353     0.22164 -4.2084E-03
  1037.12500     2.53893     1.43404     2.93731     0.33850     0.27225     0.22029 -4.2085E-03
  1037.15625     2.54950     1.44253     2.94417     0.33804     0.27097     0.21894 -4.2085E-03
  1037.18750     2.56006     1.45098     2.95099     0.33757     0.26969     0.21761 -4.2086E-03
  1037.21875     2.57060     1.45939     2.95777     0.33712     0.26842     0.21629 -4.2087E-03
  1037.25000     2.58113     1.46775     2.96451     0.33666     0.26715     0.21497 -4.2088E-03
  1037.28125     2.59164     1.47608     2.97121     0.33621     0.26588     0.21366 -4.2088E-03
  1037.31250     2.60214     1.48437     2.97787     0.33577     0.26462     0.21237 -4.2089E-03
  1037.34375     2.61263     1.49262     2.98448     0.33532     0.26336     0.21108 -4.2090E-03
  1037.37500     2.62310     1.50083     2.99106     0.33489     0.26210     0.20980 -4.2091E-03
  1037.40625     2.63356     1.50900     2.99759     0.33445     0.26085     0.20853 -4.2092E-03
  1037.43750     2.64400     1.51713     3.00409     0.33402     0.25960     0.20727 -4.2092E-03
  1037.46875     2.65444     1.52523     3.01055     0.33359     0.25835     0.20601 -4.2093E-03
  1037.50000     2.66485     1.53328     3.01697     0.33317     0.25711     0.20477 -4.2094E-03
  1037.53125     2.67526     1.54130     3.02335     0.33275     0.25587     0.20353 -4.2095E-03
  1037.56250     2.68565     1.54927     3.02969     0.33233     0.25463     0.20230 -4.2096E-03
  1037.59375     2.69603     1.55721     3.03599     0.33192     0.25340     0.20108 -4.2096E-03
  1037.62500     2.70640     1.56511     3.04226     0.33151     0.25217     0.19986 -4.2097E-03
  1037.65625     2.71675     1.57297     3.04848     0.33110     0.25094     0.19866 -4.2098E-03
  1037.68750     2.72709     1.58079     3.05467     0.33070     0.24972     0.19746 -4.2099E-03
  1037.71875     2.73742     1.58858     3.06082     0.33030     0.24850     0.19627 -4.2099E-03
  1037.75000     2.74773     1.59633     3.06694     0.32990     0.24728     0.19509 -4.2100E-03
  1037.78125     2.75804     1.60403     3.07302     0.32950     0.24606     0.19391 -4.2101E-03
  1037.81250     2.76833     1.61170     3.07906     0.32911     0.24485     0.19274 -4.2102E-03
  1037.84375     2.77861     1.61934     3.08506     0.32872     0.24364     0.19158 -4.2103E-03
  1037.87500     2.78887     1.62693     3.09103     0.32834     0.24244     0.19043 -4.2103E-03
  1037.90625     2.79913     1.63449     3.09696     0.32795     0.24124     0.18928 -4.2104E-03
  1037.93750     2.80937     1.64201     3.10286     0.32757     0.24004     0.18814 -4.2105E-03
  1037.96875     2.81960     1.64949     3.10872     0.32720     0.23884     0.18701 -4.2106E-03
  1038.00000     2.82982     1.65694     3.11455     0.32682     0.23765     0.18588 -4.2106E-03
  1038.03125     2.84003     1.66435     3.12034     0.32645     0.23646     0.18476 -4.2107E-03
  1038.06250     2.85022     1.67172     3.12610     0.32608     0.23527     0.18365 -4.2108E-03
  1038.09375     2.86041     1.67905     3.13182     0.32571     0.23409     0.18254 -4.2109E-03
  1038.12500     2.87058     1.68635     3.13751     0.32534     0.23290     0.18144 -4.2110E-03
  1038.15625     2.88074     1.69361     3.14316     0.32498     0.23173     0.18035 -4.2110E-03
  1038.18750     2.89089     1.70083     3.14878     0.32462     0.23055     0.17926 -4.2111E-03
  1038.21875     2.90103     1.70802     3.15436     0.32426     0.22938     0.17818 -4.2112E-03
